clasificacion;descripcion;DESCRIPCION_LARGA||'XX'
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);EXPOSICION A FUEGO NO CONTROLADO EN LUGAR QUE NO ES EDIFICIO U OTRA CONSTRUCCION, EN COMERCIO Y AREA SERVICIOS;X015 / EXPOSICION A FUEGO NO CONTROLADO EN LUGAR QUE NO ES EDIFICIO U OTRA CONSTRUCCION, EN COMERCIO Y AREA SERVICIOSXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);EXPOSICION A FUEGO NO CONTROLADO EN LUGAR QUE NO ES EDIFICIO U OTRA CONSTRUCCION, EN AREA INDUSTRIAL Y CONSTRUCCION;X016 / EXPOSICION A FUEGO NO CONTROLADO EN LUGAR QUE NO ES EDIFICIO U OTRA CONSTRUCCION, EN AREA INDUSTRIAL Y CONSTRUCCIONXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);EXPOSICION A FUEGO NO CONTROLADO EN LUGAR QUE NO ES EDIFICIO U OTRA CONSTRUCCION, EN GRANJA;X017 / EXPOSICION A FUEGO NO CONTROLADO EN LUGAR QUE NO ES EDIFICIO U OTRA CONSTRUCCION, EN GRANJAXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);EXPOSICION A FUEGO NO CONTROLADO EN LUGAR QUE NO ES EDIFICIO U OTRA CONSTRUCCION, EN OTRO LUGAR ESPECIFICADO;X018 / EXPOSICION A FUEGO NO CONTROLADO EN LUGAR QUE NO ES EDIFICIO U OTRA CONSTRUCCION, EN OTRO LUGAR ESPECIFICADOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);EXPOSICION A FUEGO NO CONTROLADO EN LUGAR QUE NO ES EDIFICIO U OTRA CONSTRUCCION, EN LUGAR NO ESPECIFICADO;X019 / EXPOSICION A FUEGO NO CONTROLADO EN LUGAR QUE NO ES EDIFICIO U OTRA CONSTRUCCION, EN LUGAR NO ESPECIFICADOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);EXPOSICION A FUEGO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION;X02 / EXPOSICION A FUEGO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCIONXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);EXPOSICION A FUEGO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION, EN VIVIENDA;X020 / EXPOSICION A FUEGO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION, EN VIVIENDAXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);EXPOSICION A FUEGO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION, EN INSTITUCION RESIDENCIAL;X021 / EXPOSICION A FUEGO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION, EN INSTITUCION RESIDENCIALXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);EXPOSICION A FUEGO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION, EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA;X022 / EXPOSICION A FUEGO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION, EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICAXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);EXPOSICION A FUEGO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION, EN AREAS DEPORTE Y ATLETISMO;X023 / EXPOSICION A FUEGO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION, EN AREAS DEPORTE Y ATLETISMOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);EXPOSICION A FUEGO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION, EN CALLES Y CARRETERAS;X024 / EXPOSICION A FUEGO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION, EN CALLES Y CARRETERASXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);EXPOSICION A FUEGO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION, EN COMERCIO Y AREA SERVICIOS;X025 / EXPOSICION A FUEGO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION, EN COMERCIO Y AREA SERVICIOSXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);EXPOSICION A FUEGO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION, EN AREA INDUSTRIAL Y CONSTRUCCION;X026 / EXPOSICION A FUEGO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION, EN AREA INDUSTRIAL Y CONSTRUCCIONXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);EXPOSICION A FUEGO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION, EN GRANJA;X027 / EXPOSICION A FUEGO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION, EN GRANJAXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);EXPOSICION A FUEGO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION, EN OTRO LUGAR ESPECIFICADO;X028 / EXPOSICION A FUEGO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION, EN OTRO LUGAR ESPECIFICADOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);ENVENENAMIENTO ACCIDENTEL POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS (ALUCINOGENOS) NO CLASIFICADOS EN OTRA PARTE, EN GRANJA;X427 / ENVENENAMIENTO ACCIDENTEL POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS (ALUCINOGENOS) NO CLASIFICADOS EN OTRA PARTE, EN GRANJAXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);ENVENENAMIENTO ACCIDENTEL POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS (ALUCINOGENOS) NO CLASIFICADOS EN OTRA PARTE, EN OTRO LUGAR ESPECIFICADO;X428 / ENVENENAMIENTO ACCIDENTEL POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS (ALUCINOGENOS) NO CLASIFICADOS EN OTRA PARTE, EN OTRO LUGAR ESPECIFICADOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);ENVENENAMIENTO ACCIDENTEL POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS (ALUCINOGENOS) NO CLASIFICADOS EN OTRA PARTE, EN LUGAR NO ESPECIFICADO;X429 / ENVENENAMIENTO ACCIDENTEL POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS (ALUCINOGENOS) NO CLASIFICADOS EN OTRA PARTE, EN LUGAR NO ESPECIFICADOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO;X43 / ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, EN VIVIENDA;X430 / ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, EN VIVIENDAXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, EN INSTITUCION RESIDENCIAL;X431 / ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, EN INSTITUCION RESIDENCIALXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA;X432 / ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICAXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, EN AREAS DEPORTE Y ATLETISMO;X433 / ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, EN AREAS DEPORTE Y ATLETISMOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, EN CALLES Y CARRETERAS;X434 / ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, EN CALLES Y CARRETERASXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, EN COMERCIO Y AREA SERVICIOS;X435 / ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, EN COMERCIO Y AREA SERVICIOSXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, EN AREA INDUSTRIAL Y CONSTRUCCION;X436 / ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, EN AREA INDUSTRIAL Y CONSTRUCCIONXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, EN GRANJA;X437 / ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, EN GRANJAXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, EN OTRO LUGAR ESPECIFICADO;X438 / ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, EN OTRO LUGAR ESPECIFICADOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, EN LUGAR NO ESPECIFICADO;X439 / ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, EN LUGAR NO ESPECIFICADOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS Y LOS NO ESPECIFICADOS;X44 / ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS Y LOS NO ESPECIFICADOSXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS Y LOS NO ESPECIFICADOS, EN VIVIENDA;X440 / ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS Y LOS NO ESPECIFICADOS, EN VIVIENDAXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS Y LOS NO ESPECIFICADOS, EN INSTITUCION RESIDENCIAL;X441 / ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS Y LOS NO ESPECIFICADOS, EN INSTITUCION RESIDENCIALXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS Y LOS NO ESPECIFICADOS, EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA;X442 / ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS Y LOS NO ESPECIFICADOS, EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICAXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS Y LOS NO ESPECIFICADOS, EN AREA DEPORTE Y ATLETISMO;X443 / ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS Y LOS NO ESPECIFICADOS, EN AREA DEPORTE Y ATLETISMOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, EN COMERCIO Y AREA SERVICIOS;X785 / LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, EN COMERCIO Y AREA SERVICIOSXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, EN AREA INDUSTRIAL Y CONSTRUCCION;X786 / LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, EN AREA INDUSTRIAL Y CONSTRUCCIONXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, EN GRANJA;X787 / LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, EN GRANJAXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, EN OTRO LUGAR ESPECIFICADO;X788 / LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, EN OTRO LUGAR ESPECIFICADOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, EN LUGAR NO ESPECIFICADO;X789 / LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, EN LUGAR NO ESPECIFICADOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO;X79 / LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, EN VIVIENDA;X790 / LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, EN VIVIENDAXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, EN INSTITUCION RESIDENCIAL;X791 / LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, EN INSTITUCION RESIDENCIALXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA;X792 / LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICAXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, EN AREAS DEPORTE Y ATLETISMO;X793 / LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, EN AREAS DEPORTE Y ATLETISMOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, EN CALLES Y CARRETERAS;X794 / LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, EN CALLES Y CARRETERASXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, EN COMERCIO Y AREA SERVICIOS;X795 / LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, EN COMERCIO Y AREA SERVICIOSXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, EN AREA INDUSTRIAL Y CONSTRUCCION;X796 / LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, EN AREA INDUSTRIAL Y CONSTRUCCIONXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, EN GRANJA;X797 / LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, EN GRANJAXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, EN OTRO LUGAR ESPECIFICADO;X798 / LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, EN OTRO LUGAR ESPECIFICADOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, EN LUGAR NO ESPECIFICADO;X799 / LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, EN LUGAR NO ESPECIFICADOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);LESION AUTOINFLIGIDA INTENCIONALMETE AL SALTAR DESDE UN LUGAR ELEVADO;X80 / LESION AUTOINFLIGIDA INTENCIONALMETE AL SALTAR DESDE UN LUGAR ELEVADOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, EN VIV;X800 / LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, EN VIVXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, EN INSTITUCION RESIDENCIAL;X801 / LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, EN INSTITUCION RESIDENCIALXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA;X802 / LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICAXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, EN AREA DEPORTE Y ATLETISMO;X803 / LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, EN AREA DEPORTE Y ATLETISMOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, EN CALLES Y CARRETERAS;X804 / LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, EN CALLES Y CARRETERASXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, EN COMERCIO Y AREA SERVICIOS;X805 / LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, EN COMERCIO Y AREA SERVICIOSXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, EN AREA INDUSTRIAL Y CONSTRUCCION;X806 / LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, EN AREA INDUSTRIAL Y CONSTRUCCIONXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, EN GRANJA;X807 / LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, EN GRANJAXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, EN OTRO LUGAR ESPECIFICADO;X808 / LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, EN OTRO LUGAR ESPECIFICADOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA, EN VIVIENDA;Y200 / AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA, EN VIVIENDAXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA, EN INSTITUCION RESIDENCIAL;Y201 / AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA, EN INSTITUCION RESIDENCIALXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA, EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA;Y202 / AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA, EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICAXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA, EN AREAS DEPORTE Y ATLETISMO;Y203 / AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA, EN AREAS DEPORTE Y ATLETISMOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA, EN CALLES Y CARRETERAS;Y204 / AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA, EN CALLES Y CARRETERASXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA, EN COMERCIO Y AREA SERVICIOS;Y205 / AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA, EN COMERCIO Y AREA SERVICIOSXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA, EN AREA INDUSTRIAL Y CONSTRUCCION;Y206 / AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA, EN AREA INDUSTRIAL Y CONSTRUCCIONXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA, EN GRANJA;Y207 / AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA, EN GRANJAXx
